name,position,team,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
Aaron Connolly,FWD,Brighton,78,220,4,2,False,2021-02-06T15:00:00Z,1,1,23,61,0,0,0,1,0,0,0,0,0,0,0,3,0.0,1.6,15.0,1.5,52,41,24055,821,780
Aaron Cresswell,DEF,West Ham,435,221,8,9,False,2021-02-06T17:30:00Z,0,0,23,90,0,0,1,0,0,0,0,0,0,0,3,27,16.2,35.3,1.0,5.3,57,176569,1924880,203603,27034
Aaron Mooy,MID,Brighton,60,220,4,0,False,2021-02-06T15:00:00Z,1,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-1,843,0,1
Aaron Ramsdale,GK,Sheffield Utd,483,226,5,1,True,2021-02-07T19:15:00Z,1,2,23,90,0,0,0,2,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,46,-3147,147723,2300,5447
Aaron Wan-Bissaka,DEF,Man Utd,313,224,7,4,True,2021-02-06T20:00:00Z,3,3,23,90,0,1,0,3,0,0,0,0,0,0,0,24,35.8,30.5,2.0,6.8,55,308219,1150782,318729,10510
Abdoulaye Doucouré,MID,Everton,512,224,13,10,False,2021-02-06T20:00:00Z,3,3,23,80,1,1,0,3,0,0,0,0,0,0,0,33,53.2,11.0,35.0,9.9,52,-1006,55200,337,1343
Aboubakar Kamara,MID,Fulham,190,221,19,0,True,2021-02-06T17:30:00Z,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-145,3387,0,145
Adama Traoré,MID,Wolves,465,228,9,3,True,2021-02-07T14:00:00Z,0,0,23,90,0,0,1,0,0,0,0,0,0,0,0,14,17.4,38.6,26.0,8.2,60,-4870,401517,1006,5876
Adam Forshaw,MID,Leeds,199,222,6,0,True,2021-02-08T20:00:00Z,2,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,5,574,18,13
Adam Lallana,MID,Brighton,54,220,4,1,False,2021-02-06T15:00:00Z,1,1,23,15,0,0,0,0,0,0,0,0,0,0,0,3,1.6,1.5,2.0,0.5,62,58,21528,253,195
Adam Webster,DEF,Brighton,66,220,4,2,False,2021-02-06T15:00:00Z,1,1,23,74,0,0,0,1,0,0,0,0,0,0,0,13,14.4,10.5,0.0,2.5,44,5766,117782,7986,2220
Ademipo Odubeko,FWD,West Ham,638,221,8,0,False,2021-02-06T17:30:00Z,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-36,2223,462,498
Ademola Lookman,MID,Fulham,557,221,19,3,True,2021-02-06T17:30:00Z,0,0,23,90,0,0,1,0,0,0,0,0,0,0,0,16,3.6,44.9,38.0,8.7,50,-7935,78839,5380,13315
Adrien Silva,MID,Leicester,220,228,20,0,False,2021-02-07T14:00:00Z,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-177,17279,0,177
Adrián Bernabé,MID,Man City,537,223,11,0,False,2021-02-07T16:30:00Z,1,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-8,956,16,24
Adrián San Miguel del Castillo,GK,Liverpool,245,223,12,0,True,2021-02-07T16:30:00Z,1,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,42,-126,27383,491,617
Ahmed El-Sayed Hegazy,DEF,West Brom,414,227,17,0,False,2021-02-07T12:00:00Z,2,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,41,-147,10451,0,147
Ahmed El Mohamady,DEF,Aston Villa,29,219,1,0,True,2021-02-06T12:30:00Z,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-641,23468,173,814
