name,position,team,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
Aaron Connolly,FWD,Brighton,78,100,16,2,True,2020-12-07T20:00:00Z,1,2,11,63,0,0,0,1,0,0,0,0,0,0,0,0,1.4,1.1,35.0,3.8,53,2280,35089,4597,2317
Aaron Cresswell,DEF,West Ham,435,108,13,1,True,2020-12-05T17:30:00Z,1,3,11,90,0,0,0,3,0,0,0,0,0,0,0,15,14.4,30.8,7.0,5.2,52,33441,826057,72092,38651
Aaron Mooy,MID,Brighton,60,100,16,0,True,2020-12-07T20:00:00Z,1,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-53,923,12,65
Aaron Ramsdale,GK,Sheffield Utd,483,105,9,1,True,2020-12-06T14:15:00Z,1,2,11,90,0,0,0,2,0,0,0,0,0,2,0,13,17.2,0.0,2.0,1.9,48,-13532,197031,1229,14761
Aaron Wan-Bissaka,DEF,Man Utd,313,108,19,2,False,2020-12-05T17:30:00Z,1,3,11,90,0,0,0,1,0,0,0,0,0,0,0,24,30.6,12.6,0.0,4.3,54,-7909,654648,20350,28259
Abdoulaye Doucouré,MID,Everton,512,101,4,2,False,2020-12-05T12:30:00Z,1,1,11,80,0,0,0,1,0,0,0,0,0,0,0,16,13.0,24.3,8.0,4.5,53,-768,87457,6553,7321
Aboubakar Kamara,MID,Fulham,190,104,12,1,False,2020-12-05T15:00:00Z,2,0,11,19,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.3,0.0,0.0,48,-96,3702,63,159
Adama Traoré,MID,Wolves,465,103,11,2,False,2020-12-06T19:15:00Z,4,0,11,90,0,0,0,4,0,0,0,0,0,0,0,10,13.0,43.5,12.0,6.9,62,-23593,480840,5119,28712
Adam Forshaw,MID,Leeds,199,102,5,0,False,2020-12-05T20:00:00Z,3,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,30,642,63,33
Adam Lallana,MID,Brighton,54,100,16,0,True,2020-12-07T20:00:00Z,1,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,62,-3234,26016,102,3336
