name,position,team,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
Aaron Connolly,FWD,Brighton,78,216,11,1,False,2021-02-03T20:15:00Z,0,1,22,7,0,0,0,0,0,0,0,0,0,0,0,3,1.0,0.6,0.0,0.2,52,150,23925,778,628
Aaron Cresswell,DEF,West Ham,435,209,2,1,False,2021-02-03T20:15:00Z,1,3,22,90,0,0,0,1,0,0,0,1,0,0,0,10,12.8,24.8,13.0,5.1,56,146283,1737759,165208,18925
Aaron Mooy,MID,Brighton,60,216,11,0,False,2021-02-03T20:15:00Z,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-3,846,0,3
Aaron Ramsdale,GK,Sheffield Utd,483,214,18,3,True,2021-02-02T18:00:00Z,2,1,22,90,0,0,0,1,0,0,0,0,0,3,0,15,26.0,0.0,0.0,2.6,46,3544,150690,6386,2842
Aaron Wan-Bissaka,DEF,Man Utd,313,213,16,17,True,2021-02-02T20:15:00Z,9,0,22,90,1,1,1,0,0,0,0,0,0,0,2,53,45.4,6.4,37.0,8.9,54,40041,826337,51121,11080
Abdoulaye Doucouré,MID,Everton,512,212,10,2,False,2021-02-03T19:30:00Z,1,2,22,90,0,0,0,1,0,0,0,0,0,0,0,23,15.8,24.8,2.0,4.3,52,-848,56125,310,1158
Aboubakar Kamara,MID,Fulham,190,211,9,0,True,2021-02-03T18:00:00Z,0,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-75,3533,23,98
Adama Traoré,MID,Wolves,465,215,1,2,True,2021-02-02T18:00:00Z,2,1,22,90,0,0,0,1,0,0,0,0,0,0,0,11,11.6,17.2,0.0,2.9,60,-4747,405731,943,5690
Adam Forshaw,MID,Leeds,199,212,7,0,True,2021-02-03T19:30:00Z,1,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-7,569,5,12
Adam Lallana,MID,Brighton,54,216,11,1,False,2021-02-03T20:15:00Z,0,1,22,23,0,0,0,0,0,0,0,0,0,0,0,3,5.4,11.2,0.0,1.7,62,-54,21377,116,170
Adam Webster,DEF,Brighton,66,216,11,6,False,2021-02-03T20:15:00Z,0,1,22,90,0,0,1,0,0,0,0,0,0,0,0,25,21.0,0.5,7.0,2.9,44,-591,111472,1959,2550
Ademipo Odubeko,FWD,West Ham,638,209,2,0,False,2021-02-03T20:15:00Z,1,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,365,2092,789,424
Ademola Lookman,MID,Fulham,557,211,9,2,True,2021-02-03T18:00:00Z,0,2,22,90,0,0,0,2,0,0,0,0,0,0,0,9,5.6,27.5,11.0,4.4,50,-13238,86484,3786,17024
Adrien Silva,MID,Leicester,220,211,8,0,False,2021-02-03T18:00:00Z,0,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-170,17469,0,170
Adrián Bernabé,MID,Man City,537,210,4,0,False,2021-02-03T18:00:00Z,0,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-13,944,17,30
Adrián San Miguel del Castillo,GK,Liverpool,245,216,3,0,True,2021-02-03T20:15:00Z,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,42,-235,27328,262,497
Ahmed El-Sayed Hegazy,DEF,West Brom,414,214,15,0,False,2021-02-02T18:00:00Z,2,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,41,-137,10604,0,137
Ahmed El Mohamady,DEF,Aston Villa,29,209,19,0,True,2021-02-03T20:15:00Z,1,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-768,24056,131,899
Ainsley Maitland-Niles,DEF,West Brom,15,214,15,0,False,2021-02-02T18:00:00Z,2,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,46,1253,59155,1592,339
Albian Ajeti,FWD,West Ham,447,209,2,0,False,2021-02-03T20:15:00Z,1,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-4,533,0,4
Aleksandar Mitrović,FWD,Fulham,184,211,9,2,True,2021-02-03T18:00:00Z,0,2,22,90,0,0,0,2,0,0,0,0,0,0,0,2,0.0,17.8,33.0,4.7,55,4482,291150,8350,3868
Alex Nicolao Telles,DEF,Man Utd,568,213,16,0,True,2021-02-02T20:15:00Z,9,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-3131,57511,605,3736
Alexandre Jankewitz,MID,Southampton,643,213,13,-2,False,2021-02-02T20:15:00Z,9,0,22,1,0,0,0,9,0,0,0,0,1,0,0,-7,0.0,0.0,0.0,0.0,45,23,65,32,9
Alexandre Lacazette,FWD,Arsenal,6,215,20,4,False,2021-02-02T18:00:00Z,2,1,22,45,0,1,0,1,0,0,0,0,0,0,0,10,16.6,12.2,2.0,3.1,84,-83087,606267,48579,131666
Alexis Mac Allister,MID,Brighton,80,216,11,0,False,2021-02-03T20:15:00Z,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,53,-14,3036,93,107
Alex Iwobi,MID,Everton,159,212,10,2,False,2021-02-03T19:30:00Z,1,2,22,86,0,0,0,1,0,0,0,0,0,0,0,6,0.6,12.9,3.0,1.7,59,-605,18914,378,983
Alex McCarthy,GK,Southampton,363,213,13,0,False,2021-02-02T20:15:00Z,9,0,22,90,0,0,0,9,0,0,0,0,0,6,0,20,33.2,0.0,0.0,3.3,46,-31075,1461178,11691,42766
Alex Oxlade-Chamberlain,MID,Liverpool,248,216,3,1,True,2021-02-03T20:15:00Z,0,1,22,26,0,0,0,0,0,0,0,0,0,0,0,0,2.4,1.4,10.0,1.4,63,-57,3593,114,171
Alfie Devine,MID,Spurs,650,218,5,0,True,2021-02-04T20:00:00Z,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,16,26,19,3
Alfie Mawson,DEF,Fulham,185,211,9,0,True,2021-02-03T18:00:00Z,0,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-4,604,0,4
Alireza Jahanbakhsh,MID,Brighton,71,216,11,0,False,2021-02-03T20:15:00Z,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,113,2671,162,49
Alisson Ramses Becker,GK,Liverpool,252,216,3,0,True,2021-02-03T20:15:00Z,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,59,7864,551697,15511,7647
Allan Marques Loureiro,MID,Everton,502,212,10,0,False,2021-02-03T19:30:00Z,1,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,52,-565,50612,12,577
Allan Saint-Maximin,MID,Newcastle,338,217,6,1,True,2021-02-02T20:15:00Z,1,2,22,27,0,0,0,0,0,0,0,0,0,0,0,-1,1.6,1.7,40.0,4.3,51,29,191749,2277,2248
Allan Tchaptchet,DEF,Southampton,635,213,13,0,False,2021-02-02T20:15:00Z,9,0,22,12,0,0,0,3,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,40,19,451,63,44
Alphonse Areola,GK,Fulham,516,211,9,2,True,2021-02-03T18:00:00Z,0,2,22,90,0,0,0,2,0,0,0,0,0,3,0,13,24.0,0.0,0.0,2.4,45,-5529,255395,8453,13982
Amad Diallo,MID,Man Utd,640,213,16,0,True,2021-02-02T20:15:00Z,9,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,37,785,204,167
Andi Zeqiri,FWD,Brighton,574,216,11,1,False,2021-02-03T20:15:00Z,0,1,22,3,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,50,12,5512,532,520
