name,position,team,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
Aaron Connolly,FWD,Brighton,78,51,18,0,True,2020-10-26T17:30:00Z,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,2053,50818,9519,7466
Aaron Cresswell,DEF,West Ham,435,57,12,2,True,2020-10-24T11:30:00Z,1,1,6,90,0,0,0,1,0,0,0,0,0,0,0,14,9.4,14.8,0.0,2.4,50,144609,409738,167136,22527
Aaron Mooy,MID,Brighton,60,51,18,0,True,2020-10-26T17:30:00Z,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-62,1008,15,77
Aaron Ramsdale,GK,Sheffield Utd,483,54,11,2,False,2020-10-24T19:00:00Z,2,1,6,90,0,0,0,2,0,0,0,0,0,3,0,14,21.8,0.0,0.0,2.2,49,-47258,266742,2333,49591
Aaron Wan-Bissaka,DEF,Man Utd,313,55,5,6,True,2020-10-24T16:30:00Z,0,0,6,90,0,0,1,0,0,0,0,0,0,0,0,28,17.0,4.2,0.0,2.1,54,6338,606360,34222,27884
Abdoulaye Doucouré,MID,Everton,512,56,16,1,False,2020-10-25T14:00:00Z,2,0,6,57,0,0,0,2,0,0,0,0,0,0,0,7,3.6,2.8,10.0,1.6,54,-9583,101034,4851,14434
Aboubakar Kamara,MID,Fulham,190,53,6,-2,True,2020-10-24T14:00:00Z,1,2,6,21,0,0,0,0,0,0,0,0,1,0,0,-6,0.0,1.3,0.0,0.0,49,-709,5861,131,840
Adama Traoré,MID,Wolves,465,58,14,1,True,2020-10-25T16:30:00Z,1,1,6,22,0,0,0,1,0,0,0,0,0,0,0,4,4.2,10.8,4.0,1.9,64,-105668,749359,14567,120235
Adam Forshaw,MID,Leeds,199,50,2,0,False,2020-10-23T19:00:00Z,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-44,695,26,70
Adam Lallana,MID,Brighton,54,51,18,3,True,2020-10-26T17:30:00Z,1,1,6,60,0,0,1,0,0,0,0,0,0,0,0,14,9.6,22.1,22.0,5.4,63,-2589,34871,1019,3608
Adam Webster,DEF,Brighton,66,51,18,1,True,2020-10-26T17:30:00Z,1,1,6,90,0,0,0,1,0,0,0,1,0,0,0,10,16.6,1.8,0.0,1.8,45,-4912,148601,5979,10891
Ademola Lookman,MID,Fulham,557,53,6,2,True,2020-10-24T14:00:00Z,1,2,6,90,0,0,0,2,0,0,0,0,0,0,0,-1,9.0,22.0,41.0,7.2,50,21516,26493,24877,3361
Adrien Silva,MID,Leicester,220,49,1,0,False,2020-10-25T19:15:00Z,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-4561,27978,254,4815
Adrián Bernabé,MID,Man City,537,57,19,0,False,2020-10-24T11:30:00Z,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,18,349,87,69
Adrián San Miguel del Castillo,GK,Liverpool,245,54,15,0,True,2020-10-24T19:00:00Z,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,17928,56189,22406,4478
Ahmed El-Sayed Hegazy,DEF,West Brom,414,51,3,0,False,2020-10-26T17:30:00Z,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,4144,36036,7476,3332
Ahmed El Mohamady,DEF,Aston Villa,29,50,10,0,True,2020-10-23T19:00:00Z,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-1326,25430,827,2153
Ainsley Maitland-Niles,DEF,Arsenal,15,49,9,0,True,2020-10-25T19:15:00Z,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-11089,97620,1972,13061
Albian Ajeti,FWD,West Ham,447,57,12,0,True,2020-10-24T11:30:00Z,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,22,560,67,45
Aleksandar Mitrović,FWD,Fulham,184,53,6,2,True,2020-10-24T14:00:00Z,1,2,6,90,0,0,0,2,0,0,0,0,0,0,0,4,5.6,26.3,68.0,10.0,59,-186345,760504,20218,206563
Alex Nicolao Telles,DEF,Man Utd,568,55,5,0,True,2020-10-24T16:30:00Z,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,25878,87906,35811,9933
Alexandre Lacazette,FWD,Arsenal,6,49,9,1,True,2020-10-25T19:15:00Z,0,1,6,90,0,0,0,1,0,0,0,1,0,0,0,-3,2.4,21.4,46.0,7.0,85,-55111,290288,7838,62949
