name,position,team,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
Aaron Connolly,FWD,Brighton,72,54,7,1,False,2021-09-27T19:00:00Z,1,1,6,14,0,0,0,0,0,0,0,0,0,0,0,2,0.2,0.3,0.0,0.1,53,-232,9738,1187,1419
Aaron Cresswell,DEF,West Ham,411,56,10,2,False,2021-09-25T14:00:00Z,1,2,6,90,0,0,0,1,0,0,0,0,0,0,0,12,17.2,25.3,11.0,5.4,55,-6873,1277017,66555,73428
Aaron Lennon,MID,Burnley,575,57,9,1,False,2021-09-25T14:00:00Z,2,2,6,3,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.3,2.0,0.2,50,-67,954,102,169
Aaron Ramsdale,GK,Arsenal,559,51,17,3,True,2021-09-26T15:30:00Z,3,1,6,90,0,0,0,1,0,0,0,0,0,3,0,13,19.8,0.0,0.0,2.0,45,55176,139625,65509,10333
Aaron Ramsey,MID,Aston Villa,496,58,13,0,False,2021-09-25T11:30:00Z,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-363,16453,1427,1790
Aaron Wan-Bissaka,DEF,Man Utd,288,58,2,2,True,2021-09-25T11:30:00Z,0,1,6,90,0,0,0,1,0,0,0,0,0,0,0,20,21.2,23.1,0.0,4.4,54,-37566,512424,11315,48881
Abdoulaye Doucouré,MID,Everton,173,55,15,11,True,2021-09-25T14:00:00Z,2,0,6,90,1,0,1,0,0,0,0,0,0,0,3,34,48.0,4.3,35.0,8.7,55,37091,277834,63246,26155
Adama Traoré,MID,Wolves,435,59,16,1,False,2021-09-26T13:00:00Z,0,1,6,19,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.1,0.0,0.0,60,-36681,334831,27741,64422
Adam Armstrong,FWD,Southampton,525,59,20,2,True,2021-09-26T13:00:00Z,0,1,6,90,0,0,0,1,0,0,0,0,0,0,0,5,6.2,32.9,20.0,5.9,60,-3171,250797,34837,38008
Adam Forshaw,MID,Leeds,552,56,19,0,True,2021-09-25T14:00:00Z,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-44,1250,181,225
Adam Idah,FWD,Norwich,329,55,8,0,False,2021-09-25T14:00:00Z,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,68,35010,4876,4808
Adam Lallana,MID,Brighton,53,54,7,1,False,2021-09-27T19:00:00Z,1,1,6,90,0,0,0,1,0,0,0,1,0,0,0,5,5.0,2.9,17.0,2.5,54,27,17915,1736,1709
Adam Masina,DEF,Watford,390,60,14,0,True,2021-09-25T14:00:00Z,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-1131,8198,272,1403
Adam Webster,DEF,Brighton,61,54,7,0,False,2021-09-27T19:00:00Z,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-8582,25090,44,8626
Adedapo Awokoya-Mebude,FWD,Watford,469,60,14,0,True,2021-09-25T14:00:00Z,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-783,9905,0,783
Ademola Lookman,MID,Leicester,587,57,5,3,True,2021-09-25T14:00:00Z,2,2,6,77,0,0,0,2,0,0,0,0,0,0,1,20,19.2,47.9,20.0,8.7,60,1198,4732,2118,920
Adrián San Miguel del Castillo,GK,Liverpool,223,52,3,0,False,2021-09-25T16:30:00Z,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-996,19351,399,1395
Ainsley Maitland-Niles,MID,Arsenal,13,51,17,1,True,2021-09-26T15:30:00Z,3,1,6,3,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.3,0.0,0.0,53,-271,4974,183,454
Albert Sambi Lokonga,MID,Arsenal,478,51,17,0,True,2021-09-26T15:30:00Z,3,1,6,8,0,0,0,0,0,0,0,1,0,0,0,-1,5.6,0.3,0.0,0.6,49,-1803,15276,739,2542
Alex Nicolao Telles,DEF,Man Utd,279,58,2,0,True,2021-09-25T11:30:00Z,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-6,1275,67,73
Alexandre Lacazette,FWD,Arsenal,6,51,17,0,True,2021-09-26T15:30:00Z,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,84,-5382,83168,2143,7525
Alexis Mac Allister,MID,Brighton,74,54,7,0,False,2021-09-27T19:00:00Z,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-6665,42565,1262,7927
Alex Iwobi,MID,Everton,174,55,15,3,True,2021-09-25T14:00:00Z,2,0,6,88,0,0,1,0,0,0,0,0,0,0,0,17,13.0,26.4,3.0,4.2,59,-175,17747,1825,2000
Alex Kral,MID,West Ham,589,56,10,0,False,2021-09-25T14:00:00Z,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,251,5889,1360,1109
Alex McCarthy,GK,Southampton,334,59,20,2,True,2021-09-26T13:00:00Z,0,1,6,90,0,0,0,1,0,0,0,0,0,2,0,12,19.4,0.0,0.0,1.9,45,29604,164332,36300,6696
