name,position,team,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
Aaron Connolly,FWD,Brighton,72,22,8,0,True,2021-08-28T14:00:00Z,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-737,15457,2897,3634
Aaron Cresswell,DEF,West Ham,411,28,7,5,True,2021-08-28T14:00:00Z,2,2,3,90,0,1,0,2,0,0,0,0,0,0,1,26,20.2,17.2,2.0,3.9,55,24456,1402594,117301,92845
Aaron Lennon,MID,Burnley,575,29,10,0,True,2021-08-29T13:00:00Z,1,1,3,27,0,0,0,1,0,0,0,1,0,0,0,-2,4.6,0.5,0.0,0.5,50,0,0,0,0
Aaron Ramsdale,GK,Arsenal,559,24,12,0,False,2021-08-28T11:30:00Z,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,3141,8159,4154,1013
Aaron Ramsey,MID,Aston Villa,496,21,3,0,True,2021-08-28T14:00:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-667,12222,1269,1936
Aaron Wan-Bissaka,DEF,Man Utd,288,30,20,8,False,2021-08-29T15:30:00Z,0,1,3,90,0,0,1,0,0,0,0,0,0,0,2,31,17.0,3.1,0.0,2.0,55,-66740,654005,11302,78042
Abdoulaye Doucouré,MID,Everton,173,22,4,3,False,2021-08-28T14:00:00Z,0,2,3,90,0,0,1,0,0,0,0,0,0,0,0,9,5.6,14.1,21.0,4.1,55,42138,125921,61071,18933
Adama Traoré,MID,Wolves,435,30,13,2,True,2021-08-29T15:30:00Z,0,1,3,86,0,0,0,1,0,0,0,0,0,0,0,18,23.2,47.7,23.0,9.4,60,2861,94846,18413,15552
Adam Armstrong,FWD,Southampton,525,25,14,5,False,2021-08-28T14:00:00Z,2,2,3,90,0,1,0,2,0,0,0,0,0,0,0,14,2.2,25.0,50.0,7.7,60,97770,276132,142047,44277
Adam Forshaw,MID,Leeds,552,29,5,0,False,2021-08-29T13:00:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,30,723,173,143
Adam Idah,FWD,Norwich,329,26,9,1,True,2021-08-28T14:00:00Z,1,2,3,11,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.8,4.0,0.3,50,-4537,33145,2402,6939
Adam Lallana,MID,Brighton,53,22,8,1,True,2021-08-28T14:00:00Z,0,2,3,58,0,0,0,2,0,0,0,0,0,0,0,8,0.8,2.2,0.0,0.3,55,-1250,18657,1416,2666
