"player_name","kickoff_time","GW","season","total_points","automl"
"Sander Berge",1602979200000,5,2020,2,3.38450734448944
"Scott McTominay",1602892800000,5,2020,2,2.701027184592682
"Seamus Coleman",1602892800000,5,2020,1,2.588125028390036
"Serge Aurier",1602979200000,5,2020,1,3.8140503151984886
"Sergio Agüero",1602892800000,5,2020,2,5.536806736678132
"Sergio Reguilón",1602979200000,5,2020,4,3.3224764994916534
"Shane Long",1602892800000,5,2020,1,1.2392678852028571
"Solomon March",1602979200000,5,2020,3,3.045180219355458
"Steven Bergwijn",1602979200000,5,2020,3,4.567309263452802
"Stuart Dallas",1603065600000,5,2020,2,2.2574711081414933
"Tammy Abraham",1602892800000,5,2020,1,2.692577936564728
"Tanguy Ndombele",1602979200000,5,2020,3,3.7645986362501533
"Tariq Lamptey",1602979200000,5,2020,2,2.8755307328331234
"Theo Walcott",1602892800000,5,2020,5,2.949843700168818
"Thiago Alcántara do Nascimento",1602892800000,5,2020,2,2.6755861715976215
"Thomas Partey",1602892800000,5,2020,0,0.5213845960113841
"Tim Ream",1602979200000,5,2020,2,2.128477173928236
"Timo Werner",1602892800000,5,2020,16,4.390698671997259
"Timothy Castagne",1602979200000,5,2020,1,4.218107219332003
"Toby Alderweireld",1602979200000,5,2020,1,3.067169061268767
"Tom Cairney",1602979200000,5,2020,2,2.101770329263274
"Tomas Soucek",1602979200000,5,2020,1,2.8375715716335423
"Tosin Adarabioyo",1602979200000,5,2020,2,2.42801757997385
"Trent Alexander-Arnold",1602892800000,5,2020,1,4.674387237181903
"Tyrick Mitchell",1602979200000,5,2020,1,2.9107140257251856
"Tyrone Mings",1602979200000,5,2020,7,1.975259438125116
"Vicente Guaita",1602979200000,5,2020,1,3.979894669444452
"Victor Lindelöf",1602892800000,5,2020,2,2.872014521101788
"Virgil van Dijk",1602892800000,5,2020,1,3.495353901431094
"Vladimir Coufal",1602979200000,5,2020,4,3.1977817306501
"Wesley Fofana",1602979200000,5,2020,2,3.12716157143842
"Wilfried Zaha",1602979200000,5,2020,9,3.52818662170123
"Willian Borges Da Silva",1602892800000,5,2020,2,3.266388345933505
"Willy Boly",1603065600000,5,2020,6,4.14444226018417
"Yerry Mina",1602892800000,5,2020,1,2.1076257605982933
"Youri Tielemans",1602979200000,5,2020,1,3.5863155418918065
"Yves Bissouma",1602979200000,5,2020,1,2.679796350364565
"Aaron Cresswell",1603497600000,6,2020,2,2.059050983472397
"Aaron Ramsdale",1603497600000,6,2020,2,2.44376231868205
"Aaron Wan-Bissaka",1603497600000,6,2020,6,3.311351696806745
"Abdoulaye Doucouré",1603584000000,6,2020,1,2.4033295893140307
"Aboubakar Kamara",1603497600000,6,2020,-2,1.0109503939369375
"Adam Lallana",1603670400000,6,2020,3,3.9330232638848237
"Adam Webster",1603670400000,6,2020,1,3.5686715589824103
"Adama Traoré",1603584000000,6,2020,1,1.891871309836909
"Ademola Lookman",1603497600000,6,2020,2,4.969054784258459
"Aleksandar Mitrović",1603497600000,6,2020,2,4.279529782253331
"Alex Iwobi",1603584000000,6,2020,1,2.837544107599564
"Alex McCarthy",1603584000000,6,2020,6,3.472252386624784
"Alexandre Lacazette",1603584000000,6,2020,1,4.37728940034747
"Alexis Mac Allister",1603670400000,6,2020,1,2.4230961287759234
"Alisson Ramses Becker",1603497600000,6,2020,2,3.62871610018318
"Allan Marques Loureiro",1603584000000,6,2020,2,2.183673147070026
"Allan Saint-Maximin",1603584000000,6,2020,3,2.851548174690285
"Alphonse Areola",1603497600000,6,2020,3,3.568756881654325
"Andrew Robertson",1603497600000,6,2020,2,5.3785917348145675
"Andriy Yarmolenko",1603497600000,6,2020,1,1.775219504959416
"Andros Townsend",1603497600000,6,2020,2,3.750659638067182
"André-Frank Zambo Anguissa",1603497600000,6,2020,2,2.687716367788356
"Andy Carroll",1603584000000,6,2020,1,1.422614486111859
"Angelo Ogbonna",1603497600000,6,2020,2,2.5221626411060063
"Anthony Gordon",1603584000000,6,2020,1,1.003631263760697
"Antonee Robinson",1603497600000,6,2020,1,2.8136022230081976
"Arthur Masuaku",1603497600000,6,2020,2,2.0824345869375587
"Ashley Barnes",1603670400000,6,2020,2,4.579529991014811
"Ashley Westwood",1603670400000,6,2020,2,2.6130027113297682
"Ben Davies",1603670400000,6,2020,6,2.8243812087860025
"Ben Godfrey",1603584000000,6,2020,1,2.1239516078381073
"Ben Osborn",1603497600000,6,2020,2,2.1771661279479053
"Ben White",1603670400000,6,2020,2,3.2723048172215314
"Benjamin Chilwell",1603497600000,6,2020,6,3.246612812756918
"Bernard Anício Caldeira Duarte",1603584000000,6,2020,0,1.0107299327028065
"Bernardo Mota Veiga de Carvalho e Silva",1603497600000,6,2020,2,3.9873487705402857
"Bernd Leno",1603584000000,6,2020,2,3.5573241037518333
"Bertrand Traoré",1603411200000,6,2020,1,2.08588342622802
"Bobby Decordova-Reid",1603497600000,6,2020,1,1.8855288167504984
"Branislav Ivanovic",1603670400000,6,2020,2,3.0757473610722683
"Bruno Miguel Borges Fernandes",1603497600000,6,2020,3,6.480467716791065
"Bukayo Saka",1603584000000,6,2020,3,3.1041070699737383
"Callum Robinson",1603670400000,6,2020,4,1.4045020484906598
"Callum Wilson",1603584000000,6,2020,5,3.331764021010131
"Cengiz Ünder",1603584000000,6,2020,4,1.1436660104461824
"Charlie Taylor",1603670400000,6,2020,2,2.4805553209230973
"Che Adams",1603584000000,6,2020,8,3.715679568718214
"Cheikhou Kouyaté",1603497600000,6,2020,2,3.2546545896360395
"Chris Basham",1603497600000,6,2020,1,1.7289751833621076
"Chris Wood",1603670400000,6,2020,2,3.7478734280964274
"Christian Fuchs",1603584000000,6,2020,6,2.50075679271273
"Christian Pulisic",1603497600000,6,2020,3,4.458861780257018
"Conor Coady",1603584000000,6,2020,2,3.0320284416522387
"Conor Gallagher",1603670400000,6,2020,2,2.5779169130727646
"Conor Townsend",1603670400000,6,2020,4,3.0295324604337837
"César Azpilicueta",1603497600000,6,2020,6,2.4592528916725356
"Dan Burn",1603670400000,6,2020,2,3.674410952549946
"Daniel Castelo Podence",1603584000000,6,2020,3,3.9005884337257304
"Daniel Ceballos Fernández",1603584000000,6,2020,2,2.608981734407638
"Daniel James",1603497600000,6,2020,1,3.70545850589305
"Daniel N'Lundulu",1603584000000,6,2020,1,1.22209597340124
"Danny Ings",1603584000000,6,2020,10,5.013753563146525
"Darnell Furlong",1603670400000,6,2020,2,3.323474716164239
"David Luiz Moreira Marinho",1603584000000,6,2020,1,2.652447921174752
"David McGoldrick",1603497600000,6,2020,1,0.8768742577644798
"David de Gea",1603497600000,6,2020,6,3.745084082846456
"Declan Rice",1603497600000,6,2020,2,1.9372208685358534
"Dennis Praet",1603584000000,6,2020,1,2.9337977737547942
"Diogo Jota",1603497600000,6,2020,9,3.909743052862573
"Dominic Calvert-Lewin",1603584000000,6,2020,1,4.486798046444407
"Douglas Luiz Soares de Paulo",1603411200000,6,2020,2,3.4704524601611
"Dwight McNeil",1603670400000,6,2020,2,3.1881859206071472
"Eberechi Eze",1603497600000,6,2020,1,1.397637585089855
"Ederson Santana de Moraes",1603497600000,6,2020,2,3.9498225116344043
"Edinson Cavani",1603497600000,6,2020,1,1.9854177110163014
"Edouard Mendy",1603497600000,6,2020,7,3.067487761759369
"Edward Nketiah",1603584000000,6,2020,1,0.9388635677590954
"Emiliano Martínez",1603411200000,6,2020,3,4.305786123535276
"Enda Stevens",1603497600000,6,2020,0,1.9791366241237691
"Eric Dier",1603670400000,6,2020,6,2.284186663775186
"Eric Garcia",1603497600000,6,2020,2,3.2789758579589936
"Erik Lamela",1603670400000,6,2020,1,1.2392142458964834
"Ethan Ampadu",1603497600000,6,2020,1,2.1280828466132857
"Ezgjan Alioski",1603411200000,6,2020,7,2.0394734832455303
"Ezri Konsa Ngoyo",1603411200000,6,2020,1,4.0969994990978655
"Fabian Delph",1603584000000,6,2020,1,0.5328517668181211
"Fabian Schär",1603584000000,6,2020,2,2.7246627005219963
"Fabio Henrique Tavares",1603497600000,6,2020,2,3.1861554477969
"Fabián Balbuena",1603497600000,6,2020,1,2.171812984285453
"Federico Fernández",1603584000000,6,2020,2,2.616006135017568
"Fernando Marçal",1603584000000,6,2020,1,1.2765592344633527
"Filip Krovinovic",1603670400000,6,2020,2,2.34376773608736
"Frederico Rodrigues de Paula Santos",1603497600000,6,2020,2,2.357802475025638
"Gabriel Magalhães",1603584000000,6,2020,2,2.384683092693128
"George Baldock",1603497600000,6,2020,1,2.2851348818916466
"Georginio Wijnaldum",1603497600000,6,2020,2,3.2068318495220858
"Giovani Lo Celso",1603670400000,6,2020,1,1.46155074678536
"Grady Diangana",1603670400000,6,2020,2,3.105783513917876
"Granit Xhaka",1603584000000,6,2020,1,2.277017744306404
"Gylfi Sigurdsson",1603584000000,6,2020,1,3.113678595596386
"Hakim Ziyech",1603497600000,6,2020,1,1.745753345281825
"Harrison Reed",1603497600000,6,2020,4,0.8296401868477719
"Harry Kane",1603670400000,6,2020,5,7.811292047493661
"Harry Maguire",1603497600000,6,2020,7,3.2138756363292735
"Harvey Barnes",1603584000000,6,2020,3,3.766652523176635
"Heung-Min Son",1603670400000,6,2020,11,6.338983072432172
"Hugo Lloris",1603670400000,6,2020,9,3.8133452712294016
"Héctor Bellerín",1603584000000,6,2020,1,2.6580477245625542
"Hélder Wander Sousa de Azevedo e Costa",1603411200000,6,2020,6,3.336217221623125
"Ibrahima Diallo",1603584000000,6,2020,1,1.1129039198463295
"Ilkay Gündogan",1603497600000,6,2020,2,2.5463799053877234
"Illan Meslier",1603411200000,6,2020,7,3.1388810855112372
"Jack Grealish",1603411200000,6,2020,1,4.830432840548068
"Jack Harrison",1603411200000,6,2020,3,3.2167559355647435
"Jacob Murphy",1603584000000,6,2020,9,2.0643323924519072
"Jairo Riedewald",1603497600000,6,2020,9,2.3732168472643216
"Jake Livermore",1603670400000,6,2020,0,2.260957095201289
"Jamaal Lascelles",1603584000000,6,2020,2,2.2714180296235034
"Jamal Lewis",1603584000000,6,2020,2,2.4763539018528062
"James Justin",1603584000000,6,2020,6,2.6749635026662175
"James Maddison",1603584000000,6,2020,2,3.4581745176828576
"James Milner",1603497600000,6,2020,1,1.4774027444203857
"James Rodríguez",1603584000000,6,2020,2,5.838417602542552
"James Tarkowski",1603670400000,6,2020,2,2.4422374276641365
"James Ward-Prowse",1603584000000,6,2020,11,2.9752253315465036
"Jamie Shackleton",1603411200000,6,2020,3,0.7242250683715709
"Jamie Vardy",1603584000000,6,2020,7,3.442152673753401
"Jan Bednarek",1603584000000,6,2020,6,2.3873457873554584
"Jannik Vestergaard",1603584000000,6,2020,6,3.060180135584857
"Jarrod Bowen",1603497600000,6,2020,2,3.3470701495029056
"Jay Rodriguez",1603670400000,6,2020,1,1.8046922642575325
"Jeff Hendrick",1603584000000,6,2020,2,2.4686348885146727
"Jeffrey Schlupp",1603497600000,6,2020,3,3.9786754836867573
"Joe Rodon",1603670400000,6,2020,1,1.0653342676014135
"Joelinton Cássio Apolinário de Lira",1603584000000,6,2020,1,1.2418350628074803
"Johann Berg Gudmundsson",1603670400000,6,2020,2,3.1318870135569705
"John Egan",1603497600000,6,2020,1,1.7951606882499989
"John Lundstram",1603497600000,6,2020,1,2.4839873702837987
"John McGinn",1603411200000,6,2020,2,4.209989081055878
"Jonny Evans",1603584000000,6,2020,5,2.8254714123721785
"Jordan Henderson",1603497600000,6,2020,2,3.352626549476552
"Jordan Pickford",1603584000000,6,2020,2,2.550558186965922
"Jorge Luiz Frello Filho",1603497600000,6,2020,3,2.731054722235937
"Joseph Gomez",1603497600000,6,2020,2,3.4642117621542905
"Josh Brownhill",1603670400000,6,2020,1,2.482207502334506
"João Filipe Iria Santos Moutinho",1603584000000,6,2020,1,1.3574223463570305
"João Pedro Cavaco Cancelo",1603497600000,6,2020,5,2.960601785751227
"Joël Veltman",1603670400000,6,2020,2,3.117305639797387
"Juan Mata",1603497600000,6,2020,1,3.4273279732408573
"Kai Havertz",1603497600000,6,2020,2,4.44060267608983
"Karl Darlow",1603584000000,6,2020,3,3.6054805439068116
"Karlan Grant",1603670400000,6,2020,9,2.7831599274539793
"Kasper Schmeichel",1603584000000,6,2020,10,3.981812060440679
"Kevin De Bruyne",1603497600000,6,2020,1,4.22046128185863
"Kevin Long",1603670400000,6,2020,1,2.5243732357854816
"Kieran Tierney",1603584000000,6,2020,2,2.384824320795933
"Kurt Zouma",1603497600000,6,2020,9,2.0722464834288896
"Kyle Edwards",1603670400000,6,2020,1,1.0417582039313384
"Kyle Walker",1603497600000,6,2020,2,3.166119633076029
"Kyle Walker-Peters",1603584000000,6,2020,5,3.015561809372987
"Leander Dendoncker",1603584000000,6,2020,2,3.1000517207493696
"Leandro Trossard",1603670400000,6,2020,3,4.411779098458196
"Lucas Digne",1603584000000,6,2020,-2,2.942741095473294
"Lucas Rodrigues Moura da Silva",1603670400000,6,2020,1,3.5849359848114015
"Luka Milivojevic",1603497600000,6,2020,2,3.557466454352779
"Lukasz Fabianski",1603497600000,6,2020,7,3.1206748627382064
"Luke Ayling",1603411200000,6,2020,6,2.276180903521156
"Luke Shaw",1603497600000,6,2020,5,2.9868737347671317
"Mahmoud Ahmed Ibrahim Hassan",1603411200000,6,2020,2,4.269917805086649
"Mamadou Sakho",1603497600000,6,2020,1,1.0564757115609018
"Marc Albrighton",1603584000000,6,2020,1,0.9987254300153824
"Marcus Rashford",1603497600000,6,2020,2,5.680335658171309
"Mario Lemina",1603497600000,6,2020,2,2.7117459434005773
"Mason Greenwood",1603497600000,6,2020,1,2.4651774213126036
"Mason Mount",1603497600000,6,2020,1,1.188679770454167
"Matej Vydra",1603670400000,6,2020,1,1.5669158870342608
"Mateusz Klich",1603411200000,6,2020,5,3.229065894925998
"Matheus Pereira",1603670400000,6,2020,2,3.599884057975286
"Mathew Ryan",1603670400000,6,2020,2,4.364378100052092
"Matt Doherty",1603670400000,6,2020,6,4.115039047754912
"Matt Phillips",1603670400000,6,2020,1,0.9325126656332282
"Matt Targett",1603411200000,6,2020,1,4.511383736445358
"Matthew Cash",1603411200000,6,2020,1,4.077662686220325
"Matthew Lowton",1603670400000,6,2020,2,2.129554531554551
"Max Kilman",1603584000000,6,2020,2,3.17833413314727
"Michael Keane",1603584000000,6,2020,1,2.672507445700292
"Michail Antonio",1603497600000,6,2020,8,3.7925707620043103
"Michy Batshuayi",1603497600000,6,2020,5,3.791859486309468
"Miguel Almirón",1603584000000,6,2020,1,2.702665996942089
"Mohamed Salah",1603497600000,6,2020,2,7.3715721387520725
"Moussa Sissoko",1603670400000,6,2020,3,2.6044171979851116
"N'Golo Kanté",1603497600000,6,2020,3,2.3150649456816774
"Nampalys Mendy",1603584000000,6,2020,3,2.006753069047072
"Nathan Redmond",1603584000000,6,2020,3,3.7154037769046013
"Nathaniel Clyne",1603497600000,6,2020,6,3.3085574640451414
"Neal Maupay",1603670400000,6,2020,2,4.394393241962368
"Nick Pope",1603670400000,6,2020,2,3.0621176474861334
"Nicolas Pépé",1603584000000,6,2020,1,1.5077385644191068
"Nélson Cabral Semedo",1603584000000,6,2020,2,3.7290730702685226
"Ola Aina",1603497600000,6,2020,1,2.8468535352893745
"Oleksandr Zinchenko",1603497600000,6,2020,1,1.5591917792473338
"Oliver Burke",1603497600000,6,2020,1,0.5375868830140422
"Oliver McBurnie",1603497600000,6,2020,5,2.4397288899668768
"Ollie Watkins",1603411200000,6,2020,2,4.435190651843553
"Oluwasemilogo Adesewo Ibidapo Ajayi",1603670400000,6,2020,2,1.745068698454642
"Oriol Romeu Vidal",1603584000000,6,2020,3,2.7308496820032615
"Pablo Fornals",1603497600000,6,2020,2,3.14079997381557
"Pablo Hernández Domínguez",1603411200000,6,2020,1,1.3718267253497793
"Pascal Groß",1603670400000,6,2020,1,1.812015626752415
"Pascal Struijk",1603411200000,6,2020,0,1.8059624695752732
"Patrick Bamford",1603411200000,6,2020,17,4.558547298248414
"Patrick van Aanholt",1603497600000,6,2020,1,2.2753582119568754
"Paul Pogba",1603497600000,6,2020,1,1.762055931277247
"Pedro Lomba Neto",1603584000000,6,2020,2,4.193188758680166
"Phil Foden",1603497600000,6,2020,6,1.6903781152896888
"Pierre-Emerick Aubameyang",1603584000000,6,2020,2,5.626889763354084
"Pierre-Emile Højbjerg",1603670400000,6,2020,3,2.47818701183079
"Raheem Sterling",1603497600000,6,2020,2,6.741175687586307
"Raphael Dias Belloli",1603411200000,6,2020,1,1.0163406702664743
"Raúl Jiménez",1603584000000,6,2020,9,5.747362151470295
"Reece James",1603497600000,6,2020,8,2.9214954989165185
"Rhian Brewster",1603497600000,6,2020,1,2.201271994332283
"Riyad Mahrez",1603497600000,6,2020,2,6.1866281532580585
"Roberto Firmino",1603497600000,6,2020,9,5.35784878970636
"Robin Koch",1603411200000,6,2020,8,2.31715625002443
"Rodrigo Hernandez",1603497600000,6,2020,2,2.742455775570648
"Rodrigo Moreno",1603411200000,6,2020,5,2.6872293001031897
"Romain Saïss",1603584000000,6,2020,7,4.096863871730856
"Ross Barkley",1603411200000,6,2020,2,4.4205346329700985
"Ruben Loftus-Cheek",1603497600000,6,2020,2,2.682119284497568
"Rui Pedro dos Santos Patrício",1603584000000,6,2020,2,4.30389569710769
"Ryan Bertrand",1603584000000,6,2020,6,2.6866183967107657
"Ryan Fraser",1603584000000,6,2020,3,2.8575011678592883
"Rúben Diogo da Silva Neves",1603584000000,6,2020,3,3.417699933921236
"Rúben Santos Gato Alves Dias",1603497600000,6,2020,2,2.7692410696279315
"Sadio Mané",1603497600000,6,2020,8,6.780097055631334
"Sam Johnstone",1603670400000,6,2020,5,3.3661033441382653
"Sander Berge",1603497600000,6,2020,7,1.9046096103917147
"Scott Dann",1603497600000,6,2020,2,4.062611918075056
"Scott McTominay",1603497600000,6,2020,3,3.011109698285998
"Sean Longstaff",1603584000000,6,2020,1,1.133923874415252
"Sergio Agüero",1603497600000,6,2020,1,6.118906057590969
"Shkodran Mustafi",1603584000000,6,2020,1,1.0508028514967407
"Solomon March",1603670400000,6,2020,3,3.872558365436441
"Steven Alzate",1603670400000,6,2020,1,1.3887099221101087
"Stuart Armstrong",1603584000000,6,2020,3,3.561193749463623
"Stuart Dallas",1603411200000,6,2020,6,2.3866016350282315
"Sébastien Haller",1603497600000,6,2020,1,1.6286667899820677
"Takumi Minamino",1603497600000,6,2020,1,1.506610182508601
"Tammy Abraham",1603497600000,6,2020,1,1.9772061751588077
"Tanguy Ndombele",1603670400000,6,2020,3,2.925042585433241
"Tariq Lamptey",1603670400000,6,2020,1,4.739379197686793
"Thiago Thiago",1603497600000,6,2020,7,2.201403424654469
"Thomas Partey",1603584000000,6,2020,2,1.9496055057462196
"Tim Ream",1603497600000,6,2020,1,2.595208589777363
"Timo Werner",1603497600000,6,2020,2,4.556835513547078
"Timothy Castagne",1603584000000,6,2020,6,3.3957631028774182
"Toby Alderweireld",1603670400000,6,2020,8,2.678255030329152
"Tom Cairney",1603497600000,6,2020,9,2.9756990278938886
"Tomas Soucek",1603497600000,6,2020,2,2.6470360656919425
"Tosin Adarabioyo",1603497600000,6,2020,1,2.868561041648264
"Trent Alexander-Arnold",1603497600000,6,2020,2,5.604354821552636
"Tyrick Mitchell",1603497600000,6,2020,2,3.247523077939208
"Tyrone Mings",1603411200000,6,2020,0,4.614438646741245
"Vicente Guaita",1603497600000,6,2020,1,4.4278058560707025
"Victor Lindelöf",1603497600000,6,2020,6,2.8817072915776585
"Vladimir Coufal",1603497600000,6,2020,7,2.8222774365566803
"Wesley Fofana",1603584000000,6,2020,5,2.6452708826588425
"Wilfried Zaha",1603497600000,6,2020,13,4.450041660152554
"Willy Boly",1603584000000,6,2020,2,4.19039389669426
"Yerry Mina",1603584000000,6,2020,1,2.7242950183646593
"Youri Tielemans",1603584000000,6,2020,2,3.1370698550355574
"Yves Bissouma",1603670400000,6,2020,2,3.553471927033455
"Aaron Cresswell",1604102400000,7,2020,1,2.5047801466807162
"Aaron Ramsdale",1604102400000,7,2020,4,3.6963575232237322
"Aaron Wan-Bissaka",1604188800000,7,2020,2,3.535270597453785
"Abdoulaye Doucouré",1604188800000,7,2020,1,2.652342213429181
"Adam Lallana",1604188800000,7,2020,2,2.4196724459424916
"Adam Webster",1604188800000,7,2020,1,2.530949751543945
"Adama Traoré",1604016000000,7,2020,1,1.7288944493624931
"Ademola Lookman",1604275200000,7,2020,2,4.556275931295712
"Ahmed El Mohamady",1604188800000,7,2020,1,1.649788699019427
"Ainsley Maitland-Niles",1604188800000,7,2020,1,0.7758523725947941
"Aleksandar Mitrović",1604275200000,7,2020,8,4.566943124750553
"Alex Iwobi",1604188800000,7,2020,4,1.3020007501154849
"Alex McCarthy",1604188800000,7,2020,3,3.497763346998775
"Alexandre Lacazette",1604188800000,7,2020,2,3.5063123625592727
"Alexis Mac Allister",1604188800000,7,2020,1,1.1588078533644202
"Alisson Ramses Becker",1604102400000,7,2020,2,3.547027566662846
"Allan Marques Loureiro",1604188800000,7,2020,1,2.325196191520321
"Allan Saint-Maximin",1604188800000,7,2020,3,3.7288853092192102
"Alphonse Areola",1604275200000,7,2020,6,3.764526582085087
"Andrew Robertson",1604102400000,7,2020,2,4.464884506179849
"Andriy Yarmolenko",1604102400000,7,2020,1,1.195520449260495
"Andros Townsend",1604016000000,7,2020,2,2.8541762841237786
"André Filipe Tavares Gomes",1604188800000,7,2020,1,2.733461860460867
"André-Frank Zambo Anguissa",1604275200000,7,2020,3,3.181661800815468
"Andy Carroll",1604188800000,7,2020,1,2.05337527646562
"Angelo Ogbonna",1604102400000,7,2020,1,2.132513186342674
"Antonee Robinson",1604275200000,7,2020,7,2.8835692073121946
"Arthur Masuaku",1604102400000,7,2020,1,1.981926235536185
"Ashley Barnes",1604102400000,7,2020,2,3.9644448202494207
"Ashley Westwood",1604102400000,7,2020,2,2.8452918544853603
"Aymeric Laporte",1604102400000,7,2020,8,3.3230176463183883
"Ben Davies",1604188800000,7,2020,1,1.4572685383680546
"Ben Osborn",1604102400000,7,2020,1,2.6752406622223845
"Ben White",1604188800000,7,2020,1,1.9307621020434935
"Benjamin Chilwell",1604102400000,7,2020,6,3.9406166647344056
"Bernard Anício Caldeira Duarte",1604188800000,7,2020,1,1.4862010510705845
"Bernardo Fernandes da Silva Junior",1604188800000,7,2020,1,0.9259020071004305
"Bernardo Mota Veiga de Carvalho e Silva",1604102400000,7,2020,3,4.0912141874115555
"Bernd Leno",1604188800000,7,2020,7,3.242292642136892
"Bertrand Traoré",1604188800000,7,2020,1,3.331955981471428
"Bobby Decordova-Reid",1604275200000,7,2020,7,2.9749410759540718
"Branislav Ivanovic",1604275200000,7,2020,1,3.1334028734510992
"Bruno Miguel Borges Fernandes",1604188800000,7,2020,2,6.498751902804102
"Bukayo Saka",1604188800000,7,2020,3,2.846829200030698
"Callum Hudson-Odoi",1604102400000,7,2020,1,1.6470599265507655
"Callum Robinson",1604275200000,7,2020,1,1.963898371216943
"Callum Wilson",1604188800000,7,2020,12,4.1488794028569975
"Cengiz Ünder",1604275200000,7,2020,4,2.124922304788294
"Cenk Tosun",1604188800000,7,2020,1,1.7824616959129873
"Charlie Taylor",1604102400000,7,2020,1,2.8589916992329303
"Che Adams",1604188800000,7,2020,5,3.9901829391442467
"Cheikhou Kouyaté",1604016000000,7,2020,2,1.8676157493353167
"Chris Basham",1604102400000,7,2020,2,2.333568809498192
"Chris Wood",1604102400000,7,2020,2,4.000731981771474
"Christian Benteke",1604016000000,7,2020,1,1.5097064688035189
"Christian Fuchs",1604275200000,7,2020,2,3.2604683596241886
"Conor Coady",1604016000000,7,2020,6,3.1481837140063065
"Conor Gallagher",1604275200000,7,2020,1,3.0278187321458554
"Conor Townsend",1604275200000,7,2020,1,3.376541818858861
"Curtis Jones",1604102400000,7,2020,2,2.94910719413545
"Dale Stephens",1604102400000,7,2020,1,2.4593761281499984
"Dan Burn",1604188800000,7,2020,0,2.3472590937793054
"Daniel Castelo Podence",1604016000000,7,2020,8,3.8252670473717427
"Danny Ings",1604188800000,7,2020,6,6.071216201704902
"Danny Welbeck",1604188800000,7,2020,1,0.8437181552256634
"Darnell Furlong",1604275200000,7,2020,1,3.0611123762873746
"David McGoldrick",1604102400000,7,2020,1,1.0835554294159573
"David de Gea",1604188800000,7,2020,2,3.6182927785458348
"Declan Rice",1604102400000,7,2020,1,2.2476592902070838
"Dennis Praet",1604275200000,7,2020,2,3.3595844152134937
"Diogo Jota",1604102400000,7,2020,8,1.9057668286318314
"Dominic Calvert-Lewin",1604188800000,7,2020,8,4.387669500297887
"Donny van de Beek",1604188800000,7,2020,1,1.5985262425297808
"Douglas Luiz Soares de Paulo",1604188800000,7,2020,5,2.4948031922942118
"Dwight McNeil",1604102400000,7,2020,2,3.286597017480659
"Eberechi Eze",1604016000000,7,2020,1,0.958442920016489
"Ederson Santana de Moraes",1604102400000,7,2020,6,3.6192455250942315
"Edinson Cavani",1604188800000,7,2020,1,2.149936681778264
"Edouard Mendy",1604102400000,7,2020,6,4.737180086116314
"Edward Nketiah",1604188800000,7,2020,1,1.0303539841242157
"Emiliano Martínez",1604188800000,7,2020,0,4.41045528591864
"Enda Stevens",1604102400000,7,2020,2,2.2955475621598844
"Eric Dier",1604188800000,7,2020,2,2.6845859929576545
"Erik Lamela",1604188800000,7,2020,2,3.502189929032797
"Ethan Ampadu",1604102400000,7,2020,2,2.0418553122657297
"Ezgjan Alioski",1604275200000,7,2020,1,0.9233336852540103
"Ezri Konsa Ngoyo",1604188800000,7,2020,0,2.582445812868229
"Fabian Delph",1604188800000,7,2020,2,1.764026996798084
"Fabian Schär",1604188800000,7,2020,2,3.398204734377479
"Fabio Silva",1604016000000,7,2020,1,1.5974471330115954
"Fabián Balbuena",1604102400000,7,2020,1,1.918140242342629
"Federico Fernández",1604188800000,7,2020,3,2.9387810646592283
"Ferran Torres",1604102400000,7,2020,3,3.6700586347527695
"Filip Krovinovic",1604275200000,7,2020,2,2.974303563380153
"Frederico Rodrigues de Paula Santos",1604188800000,7,2020,2,2.1345569901704073
"Gabriel Magalhães",1604188800000,7,2020,7,2.4877895150178864
"Gareth Bale",1604188800000,7,2020,9,2.3897524064025744
"George Baldock",1604102400000,7,2020,2,2.6186705245840507
"Georginio Wijnaldum",1604102400000,7,2020,2,3.348092590373448
"Giovani Lo Celso",1604188800000,7,2020,1,1.568678279551729
"Grady Diangana",1604275200000,7,2020,2,3.668146527320615
"Gylfi Sigurdsson",1604188800000,7,2020,2,3.0062773941233867
"Hakim Ziyech",1604102400000,7,2020,14,3.7268961780845604
"Harrison Reed",1604275200000,7,2020,0,1.8339177505306252
"Harry Kane",1604188800000,7,2020,6,5.664320447863928
"Harry Maguire",1604188800000,7,2020,1,2.8850215588681767
"Harvey Barnes",1604275200000,7,2020,8,3.9624499622187503
"Heung-Min Son",1604188800000,7,2020,2,6.499770212474457
"Hugo Lloris",1604188800000,7,2020,2,4.094942492888653
"Héctor Bellerín",1604188800000,7,2020,12,2.850690528381255
"Hélder Wander Sousa de Azevedo e Costa",1604275200000,7,2020,2,3.3910849809014745
"Ian Carlo Poveda-Ocampo",1604275200000,7,2020,1,0.8154805090301375
"Ibrahima Diallo",1604188800000,7,2020,0,0.8338570289623737
"Ilkay Gündogan",1604102400000,7,2020,1,1.187405579092146
"Illan Meslier",1604275200000,7,2020,1,3.6584925959031573
"Isaac Hayden",1604188800000,7,2020,1,1.4285750938949544
"Ivan Ricardo Neves Abreu Cavaleiro",1604275200000,7,2020,1,1.799774896615549
"Jack Grealish",1604188800000,7,2020,15,4.848450477325454
"Jack Harrison",1604275200000,7,2020,6,3.4767185726524477
"Jack Stephens",1604188800000,7,2020,0,1.0816753434209092
"Jacob Murphy",1604188800000,7,2020,1,3.7429817862523587
