name,position,team,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
Aaron Connolly,FWD,Brighton,78,348,20,0,False,2021-05-09T11:00:00Z,2,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,52,-89,21985,109,198
Aaron Cresswell,DEF,West Ham,435,347,7,1,True,2021-05-09T15:30:00Z,0,1,35,58,0,0,0,1,0,0,0,0,0,0,0,9,6.6,16.2,0.0,2.3,56,-96591,1413703,19045,115636
Aaron Mooy,MID,Brighton,60,348,20,0,False,2021-05-09T11:00:00Z,2,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,827,0,0
Aaron Ramsdale,GK,Sheffield Utd,483,346,6,3,True,2021-05-08T14:00:00Z,0,2,35,90,0,0,0,2,0,0,0,0,0,6,0,22,50.6,0.0,0.0,5.1,46,529,138846,2893,2364
Aaron Wan-Bissaka,DEF,Man Utd,313,340,2,5,False,2021-05-09T13:05:00Z,1,3,35,90,0,1,0,1,0,0,0,0,0,0,0,24,31.0,14.8,0.0,4.6,57,170478,1579854,194038,23560
Aaron Wan-Bissaka,DEF,Man Utd,313,352,9,0,True,2021-05-11T17:00:00Z,1,2,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,57,170478,1579854,194038,23560
Aaron Wan-Bissaka,DEF,Man Utd,313,334,11,3,True,2021-05-13T19:15:00Z,2,4,35,90,0,1,0,4,0,0,0,0,0,0,0,32,35.4,31.4,2.0,6.9,57,170478,1579854,194038,23560
Abdoulaye Doucouré,MID,Everton,512,347,19,0,False,2021-05-09T15:30:00Z,0,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,51,-89,50295,255,344
Abdoulaye Doucouré,MID,Everton,512,180,2,3,False,2021-05-13T17:00:00Z,0,0,35,90,0,0,1,0,0,0,0,0,0,0,0,11,5.8,15.8,9.0,3.1,51,-89,50295,255,344
Aboubakar Kamara,MID,Fulham,190,341,4,0,True,2021-05-10T19:00:00Z,0,2,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-5,3094,0,5
Adama Traoré,MID,Wolves,465,348,3,8,True,2021-05-09T11:00:00Z,2,1,35,29,1,0,0,0,0,0,0,0,0,0,2,27,38.6,12.8,63.0,11.4,61,-42439,450116,2313,44752
Adam Forshaw,MID,Leeds,199,342,17,0,True,2021-05-08T11:30:00Z,3,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-3,629,20,23
Adam Lallana,MID,Brighton,54,348,20,0,False,2021-05-09T11:00:00Z,2,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,62,-2658,26137,16,2674
Adam Webster,DEF,Brighton,66,348,20,1,False,2021-05-09T11:00:00Z,2,1,35,90,0,0,0,2,0,0,0,0,0,0,0,15,13.6,0.2,0.0,1.4,43,1039,75917,2942,1903
Ademipo Odubeko,FWD,West Ham,638,347,7,0,True,2021-05-09T15:30:00Z,0,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-45,3685,144,189
Ademola Lookman,MID,Fulham,557,341,4,2,True,2021-05-10T19:00:00Z,0,2,35,90,0,0,0,2,0,0,0,0,0,0,0,5,1.6,20.3,42.0,6.4,48,-5317,114216,6401,11718
Adrien Silva,MID,Leicester,220,343,14,0,True,2021-05-07T19:00:00Z,2,4,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-31,16462,0,31
Adrien Silva,MID,Leicester,220,352,13,0,False,2021-05-11T17:00:00Z,1,2,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-31,16462,0,31
Adrián Bernabé,MID,Man City,537,345,5,0,True,2021-05-08T16:30:00Z,1,2,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-2,1030,10,12
Adrián San Miguel del Castillo,GK,Liverpool,245,344,16,0,True,2021-05-08T19:15:00Z,2,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,42,-162,28520,232,394
Adrián San Miguel del Castillo,GK,Liverpool,245,334,13,0,False,2021-05-13T19:15:00Z,2,4,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,42,-162,28520,232,394
Ahmed El-Sayed Hegazy,DEF,West Brom,414,339,1,0,False,2021-05-09T18:00:00Z,3,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,41,-28,9762,0,28
Ahmed El Mohamady,DEF,Aston Villa,29,340,13,0,True,2021-05-09T13:05:00Z,1,3,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,42,-968,27510,509,1477
Ahmed El Mohamady,DEF,Aston Villa,29,180,7,1,True,2021-05-13T17:00:00Z,0,0,35,45,0,0,0,0,0,0,0,0,0,0,0,10,10.2,4.6,6.0,2.1,42,-968,27510,509,1477
Ainsley Maitland-Niles,DEF,West Brom,15,339,1,0,False,2021-05-09T18:00:00Z,3,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,46,-5649,64903,103,5752
Albian Ajeti,FWD,West Ham,447,347,7,0,True,2021-05-09T15:30:00Z,0,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,0,502,0,0
Aleksandar Mitrović,FWD,Fulham,184,341,4,2,True,2021-05-10T19:00:00Z,0,2,35,90,0,0,0,2,0,0,0,0,0,0,0,4,2.0,16.8,37.0,5.6,55,-2448,271113,624,3072
Alex Nicolao Telles,DEF,Man Utd,568,340,2,0,False,2021-05-09T13:05:00Z,1,3,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,53,-156,42027,196,352
Alex Nicolao Telles,DEF,Man Utd,568,352,9,1,True,2021-05-11T17:00:00Z,1,2,35,90,0,0,0,2,0,0,0,0,0,0,0,17,31.2,17.1,2.0,5.0,53,-156,42027,196,352
Alex Nicolao Telles,DEF,Man Utd,568,334,11,0,True,2021-05-13T19:15:00Z,2,4,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,53,-156,42027,196,352
Alexandre Jankewitz,MID,Southampton,643,344,11,0,False,2021-05-08T19:15:00Z,2,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,64,793,133,69
Alexandre Jankewitz,MID,Southampton,643,317,6,0,True,2021-05-11T19:15:00Z,3,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,64,793,133,69
Alexandre Lacazette,FWD,Arsenal,6,339,18,1,True,2021-05-09T18:00:00Z,3,1,35,30,0,0,0,1,0,0,0,0,0,0,0,1,0.4,2.8,0.0,0.3,84,-32826,378890,11054,43880
Alexandre Lacazette,FWD,Arsenal,6,354,5,1,False,2021-05-12T19:15:00Z,0,1,35,11,0,0,0,0,0,0,0,0,0,0,0,4,3.2,0.3,0.0,0.4,84,-32826,378890,11054,43880
Alexis Mac Allister,MID,Brighton,80,348,20,1,False,2021-05-09T11:00:00Z,2,1,35,32,0,0,0,2,0,0,0,0,0,0,0,7,15.4,0.8,0.0,1.6,53,-72,3193,21,93
Alex Iwobi,MID,Everton,159,347,19,0,False,2021-05-09T15:30:00Z,0,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,59,676,17649,968,292
Alex Iwobi,MID,Everton,159,180,2,1,False,2021-05-13T17:00:00Z,0,0,35,15,0,0,0,0,0,0,0,0,0,0,0,4,4.4,4.8,0.0,0.9,59,676,17649,968,292
Alex McCarthy,GK,Southampton,363,344,11,0,False,2021-05-08T19:15:00Z,2,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,7925,928736,22180,14255
Alex McCarthy,GK,Southampton,363,317,6,0,True,2021-05-11T19:15:00Z,3,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,7925,928736,22180,14255
Alex Oxlade-Chamberlain,MID,Liverpool,248,344,16,1,True,2021-05-08T19:15:00Z,2,0,35,3,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,63,23,4170,74,51
Alex Oxlade-Chamberlain,MID,Liverpool,248,334,13,0,False,2021-05-13T19:15:00Z,2,4,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,63,23,4170,74,51
Alfie Devine,MID,Spurs,650,342,10,0,False,2021-05-08T11:30:00Z,3,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,42,980,112,70
Alfie Mawson,DEF,Fulham,185,341,4,0,True,2021-05-10T19:00:00Z,0,2,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,0,576,0,0
Alireza Jahanbakhsh,MID,Brighton,71,348,20,1,False,2021-05-09T11:00:00Z,2,1,35,57,0,0,0,0,0,0,0,0,0,0,0,4,4.8,3.1,2.0,1.0,54,-1,2667,25,26
Alisson Ramses Becker,GK,Liverpool,252,344,16,10,True,2021-05-08T19:15:00Z,2,0,35,90,0,0,1,0,0,0,0,0,0,6,2,37,38.8,0.0,0.0,3.9,59,11890,514237,16695,4805
Alisson Ramses Becker,GK,Liverpool,252,334,13,1,False,2021-05-13T19:15:00Z,2,4,35,90,0,0,0,2,0,0,0,0,0,0,0,8,0.2,0.0,0.0,0.0,59,11890,514237,16695,4805
Allan Marques Loureiro,MID,Everton,502,347,19,2,False,2021-05-09T15:30:00Z,0,1,35,90,0,0,1,0,0,0,0,1,0,0,0,8,14.2,0.5,0.0,1.5,52,191,49413,321,130
Allan Marques Loureiro,MID,Everton,502,180,2,3,False,2021-05-13T17:00:00Z,0,0,35,90,0,0,1,0,0,0,0,0,0,0,0,15,11.8,22.0,4.0,3.8,52,191,49413,321,130
Allan Saint-Maximin,MID,Newcastle,338,343,9,2,False,2021-05-07T19:00:00Z,2,4,35,83,0,0,0,1,0,0,0,0,0,0,0,7,10.0,13.1,22.0,4.5,51,203,231470,12615,12412
Allan Tchaptchet,DEF,Southampton,635,344,11,0,False,2021-05-08T19:15:00Z,2,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,80,1724,186,106
Allan Tchaptchet,DEF,Southampton,635,317,6,0,True,2021-05-11T19:15:00Z,3,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,80,1724,186,106
Alphonse Areola,GK,Fulham,516,341,4,2,True,2021-05-10T19:00:00Z,0,2,35,90,0,0,0,2,0,0,0,0,0,3,0,16,28.4,0.0,0.0,2.8,46,-10500,374334,3775,14275
Amad Diallo,MID,Man Utd,640,340,2,0,False,2021-05-09T13:05:00Z,1,3,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-9,1227,74,83
Amad Diallo,MID,Man Utd,640,352,9,5,True,2021-05-11T17:00:00Z,1,2,35,77,0,1,0,2,0,0,0,0,0,0,0,17,25.4,13.8,0.0,3.9,54,-9,1227,74,83
Amad Diallo,MID,Man Utd,640,334,11,0,True,2021-05-13T19:15:00Z,2,4,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-9,1227,74,83
Andi Zeqiri,FWD,Brighton,574,348,20,1,False,2021-05-09T11:00:00Z,2,1,35,12,0,0,0,1,0,0,0,0,0,0,0,3,0.2,0.1,0.0,0.0,50,-40,6901,180,220
Andreas Christensen,DEF,Chelsea,116,345,12,1,False,2021-05-08T16:30:00Z,1,2,35,45,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.3,0.0,0.0,47,15360,119425,20969,5609
Andreas Christensen,DEF,Chelsea,116,354,1,0,True,2021-05-12T19:15:00Z,0,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,47,15360,119425,20969,5609
Andreas Pereira,MID,Man Utd,304,340,2,0,False,2021-05-09T13:05:00Z,1,3,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,0,2417,0,0
Andreas Pereira,MID,Man Utd,304,352,9,0,True,2021-05-11T17:00:00Z,1,2,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,0,2417,0,0
Andreas Pereira,MID,Man Utd,304,334,11,0,True,2021-05-13T19:15:00Z,2,4,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,0,2417,0,0
Andreas Söndergaard,GK,Wolves,617,348,3,0,True,2021-05-09T11:00:00Z,2,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-309,19901,160,469
Andrew Robertson,DEF,Liverpool,255,344,16,6,True,2021-05-08T19:15:00Z,2,0,35,90,0,0,1,0,0,0,0,0,0,0,0,24,12.8,17.8,0.0,3.1,71,24406,1179862,46000,21594
Andrew Robertson,DEF,Liverpool,255,334,13,1,False,2021-05-13T19:15:00Z,2,4,35,90,0,0,0,2,0,0,0,0,0,0,0,13,11.0,13.3,4.0,2.8,71,24406,1179862,46000,21594
Andriy Yarmolenko,MID,West Ham,436,347,7,1,True,2021-05-09T15:30:00Z,0,1,35,17,0,0,0,0,0,0,0,0,0,0,0,3,0.6,2.7,0.0,0.3,55,1,5376,29,28
Andros Townsend,MID,Crystal Palace,137,346,15,3,False,2021-05-08T14:00:00Z,0,2,35,74,0,0,1,0,0,0,0,0,0,0,0,16,10.0,31.8,13.0,5.5,55,1306,88566,1848,542
Andros Townsend,MID,Crystal Palace,137,317,16,0,False,2021-05-11T19:15:00Z,3,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,1306,88566,1848,542
André Filipe Tavares Gomes,MID,Everton,158,347,19,0,False,2021-05-09T15:30:00Z,0,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,53,321,17589,464,143
André Filipe Tavares Gomes,MID,Everton,158,180,2,1,False,2021-05-13T17:00:00Z,0,0,35,23,0,0,0,0,0,0,0,0,0,0,0,3,1.6,11.8,11.0,2.4,53,321,17589,464,143
André-Frank Zambo Anguissa,MID,Fulham,191,341,4,1,True,2021-05-10T19:00:00Z,0,2,35,90,0,0,0,2,0,0,0,1,0,0,0,5,11.2,16.3,44.0,7.2,44,-1142,104771,1775,2917
Andy Carroll,FWD,Newcastle,320,343,9,0,False,2021-05-07T19:00:00Z,2,4,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,51,-60,23943,354,414
Andy Lonergan,GK,West Brom,639,339,1,0,False,2021-05-09T18:00:00Z,3,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-41,2391,57,98
